Gene.Symbol	Locus.ID	Cytoband	Entrez.IDs
PBRM1	55193	3p21.1	55193
RNU6ATAC16P	-1218	3p21.1	106479550
GNL3	26354	3p21.1	26354
SNORD19B|ENSG00000238862.1	-1221	3p21.1	SNORD19B|ENSG00000238862.1
SNORD19B|ENSG00000252787.1	-1219	3p21.1	SNORD19B|ENSG00000252787.1
SNORD19|ENSG00000212493.1	-1220	3p21.1	SNORD19|ENSG00000212493.1
SNORD19|ENSG00000222345.1	-1222	3p21.1	SNORD19|ENSG00000222345.1
SNORD69	-1223	3p21.1	692109
GLT8D1	55830	3p21.1	55830
SPCS1	28972	3p21.1	28972
NEK4	6787	3p21.1	6787
ITIH1	3697	3p21.1	3697
ITIH3	3699	3p21.1	3699
ITIH4	3700	3p21.1	3700
MUSTN1	-1224	3p21.1	389125
TMEM110	375346	3p21.1	375346
SFMBT1	51460	3p21.1	51460
RFT1	91869	3p21.1	91869
PRKCD	5580	3p21.1	5580
TKT	7086	3p21.1	7086
snoU13|ENSG00000238565.1	-1225	3p21.1	snoU13|ENSG00000238565.1
DCP1A	55802	3p21.1	55802
RN7SL821P	-1226	3p21.1	RN7SL821P
SNORD38|ENSG00000207109.1	-1227	3p21.1	SNORD38|ENSG00000207109.1
SNORA26|ENSG00000212608.1	-1228	3p21.1	SNORA26|ENSG00000212608.1
CACNA1D	776	3p21.1	776
SNORD63|ENSG00000251987.1	-1229	3p21.1	SNORD63|ENSG00000251987.1
CHDH	-1230	3p21.1	55349
IL17RB	55540	3p21.1	55540
ACTR8	93973	3p21.1	93973
SELK	58515	3p21.1	SELK
CACNA2D3	55799	3p21.1	55799
ESRG	-1231	3p14.3	790952
LRTM1	57408	3p14.3	57408
WNT5A	7474	3p14.3	7474
ERC2	26059	3p14.3	26059
MIR3938	-1232	3p14.3	100500875
RN7SKP45	-1233	3p14.3	106479115
RNA5SP133	-1234	3p14.3	100873402
CCDC66	285331	3p14.3	285331
FAM208A	23272	3p14.3	23272
ARHGEF3	50650	3p14.3	50650
SPATA12	353324	3p14.3	353324
IL17RD	54756	3p14.3	54756
HESX1	-1235	3p14.3	8820
APPL1	26060	3p14.3	26060
ASB14	142686	3p14.3	142686
DNAH12	201625	3p14.3	201625
snoU13|ENSG00000238905.1	-1236	3p14.3	snoU13|ENSG00000238905.1
PDE12	-1237	3p14.3	201626
ARF4	378	3p14.3	378
RNU6ATAC26P	-1238	3p14.3	106480542
DENND6A	201627	3p14.3	201627
SLMAP	7871	3p14.3	7871
FLNB	2317	3p14.3	2317
DNASE1L3	1776	3p14.3	1776
ABHD6	57406	3p14.3	57406
RPP14	11102	3p14.3	11102
PXK	54899	3p14.3	54899
PDHB	5162	3p14.3	5162
KCTD6	200845	3p14.3	200845
ACOX2	8309	3p14.3	8309
FAM107A	11170	3p14.3	11170
FAM3D	131177	3p14.2	131177
C3orf67	200844	3p14.2	200844
FHIT	2272	3p14.2	2272
NPCDR1	-1240	3p14.2	246734
U3|ENSG00000212211.1	-1241	3p14.2	U3|ENSG00000212211.1
PTPRG	-1242	3p14.2	5793
C3orf14	57415	3p14.2	57415
FEZF2	55079	3p14.2	55079
CADPS	8618	3p14.2	8618
RN7SL863P	-1243	3p14.2	106480538
LINC00698	-1244	3p14.2	285401
SYNPR	132204	3p14.2	132204
RNA5SP134	-1245	3p14.2	106480756
SNTN	-1246	3p14.2	132203
C3orf49	132200	3p14.1	132200
THOC7	80145	3p14.1	80145
ATXN7	6314	3p14.1	6314
PSMD6	9861	3p14.1	9861
U3|ENSG00000200222.1	-1247	3p14.1	U3|ENSG00000200222.1
PRICKLE2	166336	3p14.1	166336
ADAMTS9	56999	3p14.1	56999
MAGI1	9223	3p14.1	9223
SLC25A26	115286	3p14.1	115286
RN7SL482P	-1248	3p14.1	106480513
LRIG1	26018	3p14.1	26018
KBTBD8	84541	3p14.1	84541
SUCLG2	8801	3p14.1	8801
FAM19A1	407738	3p14.1	407738
FAM19A4	151647	3p14.1	151647
RNA5SP135	-1249	3p14.1	100873403
EOGT	285203	3p14.1	285203
TMF1	7110	3p14.1	7110
MIR3136	-1250	3p14.1	100422859
UBA3	9039	3p14.1	9039
ARL6IP5	10550	3p14.1	10550
LMOD3	56203	3p14.1	56203
FRMD4B	23150	3p14.1	23150
MITF	4286	3p14.1	4286
RN7SL418P	-1251	3p13	106480508
FOXP1	27086	3p13	27086
MIR1284	100302112	3p13	100302112
EIF4E3	317649	3p13	317649
GPR27	-1252	3p13	2850
PROK2	60675	3p13	60675
RN7SL271P	-1253	3p13	106479321
LINC00877	-1254	3p13	285286
LINC00870	-1255	3p13	201617
RYBP	-1256	3p13	23429
snoU13|ENSG00000238568.1	-1257	3p13	snoU13|ENSG00000238568.1
RNA5SP136	-1258	3p13	100873404
SHQ1	55164	3p13	55164
GXYLT2	-1259	3p13	727936
PPP4R2	151987	3p13	151987
EBLN2	55096	3p13	55096
snoU13|ENSG00000238416.1	-1260	3p13	snoU13|ENSG00000238416.1
PDZRN3	23024	3p13	23024
CNTN3	5067	3p12.3	5067
RN7SL294P	-1261	3p12.3	106479329
FAM86DP	-1262	3p12.3	692099
FRG2C	100288801	3p12.3	100288801
LINC00960	-1263	3p12.3	401074
MIR1324	100302212	3p12.3	100302212
MIR4273	100422955	3p12.3	100422955
RN7SL92P	-1265	3p12.3	106479257
ZNF717	-1264	3p12.3	100131827
ROBO2	6092	3p12.3	6092
RN7SL647P	-1266	3p12.3	106479458
RN7SKP61	-1267	3p12.3	106479122
ROBO1	6091	3p12.3	6091
RN7SL751P	-1268	3p12.3	106479495
MIR3923	100500877	3p12.3	100500877
GBE1	2632	3p12.2	2632
LINC00971	-1269	3p12.1	440970
CADM2	253559	3p12.1	253559
MIR5688	-1270	3p12.1	100847077
snoZ40	-1271	3p12.1	snoZ40
RN7SKP284	-1272	3p12.1	106479222
VGLL3	389136	3p12.1	389136
CHMP2B	25978	3p11.2	25978
MIR4795	100616161	3p11.2	100616161
POU1F1	5449	3p11.2	5449
RNU6ATAC6P	-1273	3p11.1	106479545
HTR1F	-1274	3p11.1	3355
CGGBP1	8545	3p11.1	8545
ZNF654	55279	3p11.1	55279
C3orf38	285237	3p11.1	285237
EPHA3	2042	3p11.1	2042
U3|ENSG00000212598.1	-1275	3p11.1	U3|ENSG00000212598.1
ARL13B	200894	3q11.1	200894
PROS1	5627	3q11.1	5627
STX19	415117	3q11.1	415117
DHFRL1	200895	3q11.1	DHFRL1
NSUN3	-1276	3q11.1	63899
LINC00879	-1277	3q11.2	255025
MTHFD2P1	-1278	3q11.2	100287639
MTRNR2L12	-1279	3q11.2	100463498
EPHA6	285220	3q11.2	285220
ARL6	84100	3q11.2	84100
CRYBG3|ENSG00000233280.2	-1280	3q11.2	CRYBG3|ENSG00000233280.2
CRYBG3|ENSG00000080200.5	-1281	3q11.2	CRYBG3|ENSG00000080200.5
MINA	84864	3q11.2	84864
GABRR3	200959	3q11.2	200959
OR5AC1	-1282	3q11.2	81431
OR5AC2	81050	3q11.2	81050
OR5H1	26341	3q11.2	26341
OR5H14	403273	3q11.2	403273
OR5H15	403274	3q11.2	403274
OR5H6	79295	3q11.2	79295
OR5H2	79310	3q11.2	79310
OR5H8P	-1283	3q11.2	OR5H8P
OR5K4	403278	3q11.2	403278
OR5K3	403277	3q11.2	403277
OR5K1	26339	3q11.2	26339
CLDND1	56650	3q11.2	56650
OR5K2	402135	3q11.2	402135
CPOX	1371	3q11.2	1371
GPR15	2838	3q11.2	2838
ST3GAL6	10402	3q12.1	10402
DCBLD2	131566	3q12.1	131566
LINC00973	-1284	3q12.1	100506377
COL8A1	1295	3q12.1	1295
CMSS1	84319	3q12.1	84319
FILIP1L	11259	3q12.1	11259
MIR3921	100500859	3q12.1	100500859
TMEM30C	-1285	3q12.1	TMEM30C
SNORD61|ENSG00000238377.1	-1286	3q12.1	SNORD61|ENSG00000238377.1
TBC1D23	55773	3q12.1	55773
NIT2	-1287	3q12.2	56954
TOMM70A	9868	3q12.2	TOMM70A
LNP1	348801	3q12.2	348801
TMEM45A	55076	3q12.2	55076
GPR128	84873	3q12.2	GPR128
SNORA31|ENSG00000252989.1	-1288	3q12.2	SNORA31|ENSG00000252989.1
TFG	10342	3q12.2	10342
ABI3BP	25890	3q12.2	25890
snoU13|ENSG00000238312.1	-1289	3q12.3	snoU13|ENSG00000238312.1
IMPG2	50939	3q12.3	50939
SENP7	57337	3q12.3	57337
snoU13|ENSG00000238525.1	-1290	3q12.3	snoU13|ENSG00000238525.1
TRMT10C	54931	3q12.3	54931
PCNP	57092	3q12.3	57092
ZBTB11	27107	3q12.3	27107
RPL24	6152	3q12.3	6152
CEP97	79598	3q12.3	79598
NXPE3	91775	3q12.3	91775
NFKBIZ	64332	3q12.3	64332
ZPLD1	131368	3q12.3	131368
MIR548AB	100616336	3q13.11	100616336
ALCAM	214	3q13.11	214
CBLB	868	3q13.11	868
LINC00882	-1291	3q13.12	100302640
LINC00883	-1292	3q13.12	LINC00883
CCDC54	84692	3q13.12	84692
BBX	56987	3q13.12	56987
LINC00635	-1293	3q13.12	151658
LINC00636	-1294	3q13.12	285205
CD47	961	3q13.12	961
IFT57	55081	3q13.12	55081
HHLA2	11148	3q13.13	11148
MYH15	22989	3q13.13	22989
KIAA1524	57650	3q13.13	57650
SNORA70|ENSG00000202379.1	-1295	3q13.13	SNORA70|ENSG00000202379.1
DZIP3	9666	3q13.13	9666
RETNLB	84666	3q13.13	84666
TRAT1	50852	3q13.13	50852
DPPA2	151871	3q13.13	151871
GUCA1C	9626	3q13.13	9626
LINC00488	-1297	3q13.13	677779
MORC1	27136	3q13.13	27136
U3|ENSG00000221633.1	-1296	3q13.13	U3|ENSG00000221633.1
DPPA4	55211	3q13.13	55211
MIR4445	100616129	3q13.13	100616129
RNU6ATAC15P	-1298	3q13.13	106481867
PVRL3	-1299	3q13.13	PVRL3
CD96	10225	3q13.13	10225
ZBED2	79413	3q13.2	79413
PLCXD2	257068	3q13.2	257068
PHLDB2	90102	3q13.2	90102
ABHD10	55347	3q13.2	55347
TAGLN3	29114	3q13.2	29114
TMPRSS7	344805	3q13.2	344805
C3orf52	79669	3q13.2	79669
MIR567	-1300	3q13.2	693152
GCSAM	257144	3q13.2	257144
SLC9C1	285335	3q13.2	285335
CD200	4345	3q13.2	4345
BTLA	151888	3q13.2	151888
ATG3	64422	3q13.2	64422
SLC35A5	-1301	3q13.2	55032
CCDC80	151887	3q13.2	151887
CD200R1L	344807	3q13.2	344807
CD200R1	131450	3q13.2	131450
GTPBP8	29083	3q13.2	29083
C3orf17	25871	3q13.2	C3orf17
SNORD112|ENSG00000253076.1	-1302	3q13.2	SNORD112|ENSG00000253076.1
BOC	91653	3q13.2	91653
WDR52	55779	3q13.2	WDR52
SPICE1	152185	3q13.2	152185
SIDT1	54847	3q13.2	54847
MIR4446	-1303	3q13.2	100616476
RN7SL767P	-1304	3q13.2	106481131
KIAA2018	205717	3q13.2	KIAA2018
NAA50	80218	3q13.2	80218
ATP6V1A	523	3q13.2	523
GRAMD1C	54762	3q13.31	54762
ZDHHC23	254887	3q13.31	254887
KIAA1407	57577	3q13.31	KIAA1407
QTRTD1	79691	3q13.31	QTRTD1
DRD3	1814	3q13.31	1814
ZNF80	7634	3q13.31	7634
TIGIT	201633	3q13.31	201633
MIR568	693153	3q13.31	693153
ZBTB20	26137	3q13.31	26137
MIR4796	100616166	3q13.31	100616166
GAP43	2596	3q13.31	2596
LSAMP	4045	3q13.31	4045
RN7SL815P	-1305	3q13.31	106479519
LINC00903	-1306	3q13.31	100861506
RN7SL582P	-1307	3q13.31	106479435
TUSC7	-1308	3q13.31	285194
MIR4447	100616485	3q13.31	100616485
LINC00901	-1309	3q13.31	100506724
IGSF11	152404	3q13.32	152404
C3orf30	152405	3q13.32	152405
UPK1B	7348	3q13.32	7348
B4GALT4	8702	3q13.32	8702
ARHGAP31	57514	3q13.33	57514
TMEM39A	55254	3q13.33	55254
POGLUT1	56983	3q13.33	56983
TIMMDC1	-1310	3q13.33	51300
CD80	941	3q13.33	941
ADPRH	141	3q13.33	141
PLA1A	51365	3q13.33	51365
POPDC2	64091	3q13.33	64091
COX17	-1311	3q13.33	10063
MAATS1	89876	3q13.33	89876
NR1I2	8856	3q13.33	8856
GSK3B	2932	3q13.33	2932
RN7SL762P	-1312	3q13.33	106479500
RN7SL397P	-1313	3q13.33	106479369
GPR156	165829	3q13.33	165829
LRRC58	116064	3q13.33	116064
FSTL1	-1314	3q13.33	11167
NDUFB4	4710	3q13.33	4710
HGD	3081	3q13.33	3081
RABL3	285282	3q13.33	285282
GTF2E1	2960	3q13.33	2960
STXBP5L	9515	3q13.33	9515
MIR5682	-1315	3q13.33	100847043
POLQ	10721	3q13.33	10721
ARGFX	-1316	3q13.33	503582
FBXO40	51725	3q13.33	51725
GOLGB1	2804	3q13.33	2804
HCLS1	3059	3q13.33	3059
RN7SL172P	-1318	3q13.33	106480967
snoU13|ENSG00000238670.1	-1317	3q13.33	snoU13|ENSG00000238670.1
IQCB1	9657	3q13.33	9657
EAF2	55840	3q13.33	55840
SLC15A2	6565	3q13.33	6565
ILDR1	286676	3q13.33	286676
CD86	942	3q13.33	942
CASR	846	3q21.1	846
SNORD112|ENSG00000252170.1	-1319	3q21.1	SNORD112|ENSG00000252170.1
CSTA	1475	3q21.1	1475
CCDC58	131076	3q21.1	131076
FAM162A	26355	3q21.1	26355
WDR5B	54554	3q21.1	54554
KPNA1	3836	3q21.1	3836
PARP9	83666	3q21.1	83666
DTX3L	151636	3q21.1	151636
PARP15	165631	3q21.1	165631
PARP14	54625	3q21.1	54625
HSPBAP1	79663	3q21.1	79663
snoU13|ENSG00000238480.1	-1320	3q21.1	snoU13|ENSG00000238480.1
DIRC2	84925	3q21.1	84925
SEMA5B	54437	3q21.1	54437
PDIA5	10954	3q21.1	10954
SEC22A	-1321	3q21.1	26984
ADCY5	111	3q21.1	111
PTPLB	-1322	3q21.1	PTPLB
MYLK	4638	3q21.1	4638
SNORA5	-1323	3q21.1	SNORA5
CCDC14	64770	3q21.1	64770
ROPN1	54763	3q21.1	54763
KALRN	8997	3q21.1	8997
MIR5002	-1324	3q21.2	100847021
UMPS	-1325	3q21.2	7372
MIR544B	-1326	3q21.2	100422864
ITGB5	3693	3q21.2	3693
MUC13	56667	3q21.2	56667
HEG1	57493	3q21.2	57493
RNA5SP137	-1327	3q21.2	100873405
SLC12A8	84561	3q21.2	84561
MIR5092	-1328	3q21.2	100847039
ZNF148	7707	3q21.2	7707
SNX4	8723	3q21.2	8723
snoU13|ENSG00000238992.1	-1329	3q21.2	snoU13|ENSG00000238992.1
OSBPL11	114885	3q21.2	114885
MIR548I1	100302204	3q21.2	100302204
ALG1L	200810	3q21.2	200810
FAM86JP	-1330	3q21.2	100125556
ROPN1B	152015	3q21.2	152015
SLC41A3	54946	3q21.2	54946
ALDH1L1	10840	3q21.3	10840
U1|ENSG00000272020.1	-1331	3q21.3	U1|ENSG00000272020.1
KLF15	28999	3q21.3	28999
CCDC37	348807	3q21.3	CCDC37
ZXDC	79364	3q21.3	79364
UROC1	131669	3q21.3	131669
C3orf22	152065	3q21.3	152065
CHST13	166012	3q21.3	166012
RNA5SP138	-1332	3q21.3	100873406
TXNRD3NB	-1333	3q21.3	645840
TXNRD3	114112	3q21.3	114112
NUP210P1	-1334	3q21.3	255330
CHCHD6	84303	3q21.3	84303
PLXNA1	5361	3q21.3	5361
C3orf56	285311	3q21.3	285311
TPRA1	131601	3q21.3	131601
MCM2	4171	3q21.3	4171
PODXL2	50512	3q21.3	50512
ABTB1	80325	3q21.3	80325
MGLL	11343	3q21.3	11343
KBTBD12	166348	3q21.3	166348
RNA5SP139	-1335	3q21.3	100873407
SEC61A1	29927	3q21.3	29927
RUVBL1	8607	3q21.3	8607
EEFSEC	60678	3q21.3	60678
MIR1280	-1336	3q21.3	NA
DNAJB8	165721	3q21.3	165721
GATA2	2624	3q21.3	2624
C3orf27	23434	3q21.3	C3orf27
RPN1	6184	3q21.3	6184
SNORA24|ENSG00000207130.1	-1337	3q21.3	SNORA24|ENSG00000207130.1
RAB7A	7879	3q21.3	7879
RN7SL698P	-1338	3q21.3	106481113
ACAD9	28976	3q21.3	28976
KIAA1257	57501	3q21.3	57501
EFCC1	79825	3q21.3	79825
GP9	2815	3q21.3	2815
snoU13|ENSG00000252435.1	-1339	3q21.3	snoU13|ENSG00000252435.1
snoU13|ENSG00000238874.1	-1340	3q21.3	snoU13|ENSG00000238874.1
RAB43	339122	3q21.3	339122
ISY1	100534599	3q21.3	57461
CNBP	7555	3q21.3	7555
COPG1	22820	3q21.3	22820
C3orf37	56941	3q21.3	C3orf37
H1FX	8971	3q21.3	8971
RPL32P3	-1341	3q21.3	132241
SNORA7B	-1342	3q21.3	677797
EFCAB12	90288	3q21.3	90288
MBD4	8930	3q21.3	8930
IFT122	55764	3q21.3	55764
RHO	6010	3q22.1	6010
H1FOO	132243	3q22.1	132243
PLXND1	23129	3q22.1	23129
RN7SL752P	-1343	3q22.1	106481127
TMCC1	23023	3q22.1	23023
TRH	7200	3q22.1	7200
ALG1L2	-1344	3q22.1	644974
FAM86HP	-1345	3q22.1	729375
COL6A4P2	-1346	3q22.1	646300
COL6A5	256076	3q22.1	256076
COL6A6	131873	3q22.1	131873
PIK3R4	30849	3q22.1	30849
RN7SKP212	-1347	3q22.1	106481750
ATP2C1	27032	3q22.1	27032
ASTE1	28990	3q22.1	28990
NEK11	79858	3q22.1	79858
NUDT16P	152195	3q22.1	NUDT16P
NUDT16	131870	3q22.1	131870
MRPL3	11222	3q22.1	11222
SNORA58|ENSG00000249020.1	-1348	3q22.1	SNORA58|ENSG00000249020.1
CPNE4	131034	3q22.1	131034
MIR5704	-1349	3q22.1	100847040
snoU13|ENSG00000238701.1	-1350	3q22.1	snoU13|ENSG00000238701.1
ACPP	55	3q22.1	55
DNAJC13	23317	3q22.1	23317
ACAD11	84129	3q22.1	84129
NPHP3	27031	3q22.1	27031
ACKR4	51554	3q22.1	51554
UBA5	79876	3q22.1	79876
TMEM108	66000	3q22.1	66000
BFSP2	8419	3q22.1	8419
SNORA33|ENSG00000201827.1	-1351	3q22.1	SNORA33|ENSG00000201827.1
CDV3	55573	3q22.1	55573
TOPBP1	11073	3q22.1	11073
TFP1	-1352	3q22.1	100129696
RNA5SP140	-1353	3q22.1	106478996
TF	7018	3q22.1	7018
SRPRB	58477	3q22.1	58477
RAB6B	51560	3q22.1	51560
C3orf36	80111	3q22.1	80111
SLCO2A1	6578	3q22.1	6578
RYK	6259	3q22.2	6259
RPL39P5	-1354	3q22.2	553117
AMOTL2	51421	3q22.2	51421
MIR4788	100616281	3q22.2	100616281
ANAPC13	25847	3q22.2	25847
CEP63	80254	3q22.2	80254
EPHB1	2047	3q22.2	2047
KY	-1355	3q22.2	339855
RNA5SP141	-1356	3q22.2	100873408
U8|ENSG00000253004.1	-1357	3q22.2	U8|ENSG00000253004.1
PPP2R3A	5523	3q22.2	5523
MSL2	55167	3q22.3	55167
PCCB	5096	3q22.3	5096
STAG1	10274	3q22.3	10274
RNY4P4	-1358	3q22.3	100379297
SLC35G2	80723	3q22.3	80723
NCK1	4690	3q22.3	4690
IL20RB	53833	3q22.3	53833
RNA5SP142	-1359	3q22.3	100873409
SOX14	-1360	3q22.3	8403
CLDN18	51208	3q22.3	51208
A4GNT	51146	3q22.3	51146
DZIP1L	199221	3q22.3	199221
DBR1	51163	3q22.3	51163
ARMC8	25852	3q22.3	25852
NME9	347736	3q22.3	347736
MRAS	22808	3q22.3	22808
ESYT3	83850	3q22.3	83850
CEP70	80321	3q22.3	80321
FAIM	55179	3q22.3	55179
PIK3CB	-1361	3q22.3	5291
C3orf72	401089	3q22.3	C3orf72
FOXL2	668	3q22.3	668
MRPS22	56945	3q23	56945
PRR23A	729627	3q23	729627
PRR23B	389151	3q23	389151
PRR23C	389152	3q23	389152
BPESC1	60467	3q23	60467
COPB2	9276	3q23	9276
RBP2	5948	3q23	5948
RBP1	5947	3q23	5947
NMNAT3	349565	3q23	349565
RN7SKP124	-1362	3q23	106480871
RN7SL724P	-1363	3q23	106479487
CLSTN2	-1364	3q23	64084
TRIM42	287015	3q23	287015
SLC25A36	55186	3q23	55186
SPSB4	92369	3q23	92369
ACPL2	92370	3q23	ACPL2
ZBTB38	253461	3q23	253461
RASA2	5922	3q23	5922
RNF7	-1365	3q23	9616
GRK7	-1366	3q23	131890
ATP1B3	483	3q23	483
TFDP2	7029	3q23	7029
GK5	256356	3q23	256356
XRN1	54464	3q23	54464
ATR	545	3q23	545
RNA5SP143	-1367	3q23	100873410
PLS1	5357	3q23	5357
RN7SKP25	-1368	3q23	106480364
TRPC1	7220	3q23	7220
PCOLCE2	26577	3q23	26577
PAQR9	344838	3q23	344838
U2SURP	23350	3q23	23350
CHST2	-1369	3q24	9435
PBX2P1	-1370	3q24	5088
SLC9A9	285195	3q24	285195
C3orf58	205428	3q24	205428
RNA5SP144	-1371	3q24	100873411
PLOD2	5352	3q24	5352
PLSCR4	57088	3q24	57088
PLSCR2	57047	3q24	57047
PLSCR1	5359	3q24	5359
PLSCR5	389158	3q24	389158
U3|ENSG00000251800.1	-1372	3q24	U3|ENSG00000251800.1
ZIC4	84107	3q24	84107
ZIC1	7545	3q24	7545
AGTR1	185	3q24	185
CPB1	1360	3q24	1360
CPA3	1359	3q24	1359
GYG1	2992	3q24	2992
HLTF	6596	3q24	6596
HPS3	84343	3q24	84343
CP	1356	3q24	1356
CPHL1P	-1373	3q25.1	389160
TM4SF18	116441	3q25.1	116441
TM4SF1	4071	3q25.1	4071
TM4SF4	-1374	3q25.1	7104
WWTR1	25937	3q25.1	25937
COMMD2	51122	3q25.1	51122
ANKUB1	-1375	3q25.1	389161
RNF13	11342	3q25.1	11342
PFN2	5217	3q25.1	5217
snoU13|ENSG00000243321.2	-1376	3q25.1	snoU13|ENSG00000243321.2
TSC22D2	9819	3q25.1	9819
SERP1	27230	3q25.1	27230
EIF2A	83939	3q25.1	83939
SELT	51714	3q25.1	SELT
FAM194A	131831	3q25.1	FAM194A
SIAH2	6478	3q25.1	6478
FAM188B2	-1377	3q25.1	646951
CLRN1	7401	3q25.1	7401
MED12L	116931	3q25.1	116931
RNA5SP145	-1378	3q25.1	100873412
GPR171	29909	3q25.1	29909
P2RY14	9934	3q25.1	9934
GPR87	53836	3q25.1	53836
P2RY13	53829	3q25.1	53829
P2RY12	-1379	3q25.1	64805
IGSF10	-1380	3q25.1	285313
MIR5186	100847036	3q25.1	100847036
AADACL2	344752	3q25.1	344752
AADAC	13	3q25.1	13
SUCNR1	-1381	3q25.1	56670
MBNL1	4154	3q25.1	4154
TMEM14E	645843	3q25.1	TMEM14E
P2RY1	5028	3q25.2	5028
RAP2B	-1382	3q25.2	5912
RN7SL300P	-1383	3q25.2	106481004
C3orf79	152118	3q25.2	152118
U8|ENSG00000201398.1	-1384	3q25.2	U8|ENSG00000201398.1
ARHGEF26	26084	3q25.2	26084
DHX36	170506	3q25.2	170506
snoU13|ENSG00000271922.1	-1385	3q25.2	snoU13|ENSG00000271922.1
GPR149	344758	3q25.2	344758
MME	4311	3q25.2	4311
PLCH1	23007	3q25.31	23007
C3orf33	285315	3q25.31	285315
SLC33A1	9197	3q25.31	9197
GMPS	8833	3q25.31	8833
KCNAB1	7881	3q25.31	7881
SSR3	6747	3q25.31	6747
TIPARP	25976	3q25.31	25976
LINC00886	-1386	3q25.31	730091
LEKR1	389170	3q25.31	389170
RN7SKP177	-1387	3q25.31	106479174
LINC00880	-1388	3q25.31	339894
LINC00881	-1389	3q25.31	100498859
CCNL1	-1390	3q25.31	57018
RNA5SP146	-1391	3q25.31	100873413
VEPH1	79674	3q25.31	79674
PTX3	5806	3q25.32	5806
C3orf55	152078	3q25.32	C3orf55
RN7SKP46	-1392	3q25.32	106480847
SHOX2	-1393	3q25.32	6474
RSRC1	51319	3q25.32	51319
MLF1	4291	3q25.32	4291
GFM1	85476	3q25.32	85476
LXN	56925	3q25.32	56925
RARRES1	5918	3q25.32	5918
MFSD1	64747	3q25.32	64747
IQCJ	654502	3q25.32	654502
MIR3919	-1394	3q25.33	100500803
SCHIP1	29970	3q25.33	29970
IL12A	3592	3q25.33	3592
C3orf80	-1395	3q25.33	401097
IFT80	57560	3q25.33	57560
SMC4	10051	3q25.33	10051
MIR15B	-1396	3q25.33	406949
TRIM59	286827	3q25.33	286827
KPNA4	3840	3q25.33	3840
SCARNA7	-1397	3q25.33	677767
KRT8P12	-1398	3q25.33	90133
ARL14	80117	3q25.33	80117
SNORA72|ENSG00000207084.1	-1399	3q25.33	SNORA72|ENSG00000207084.1
PPM1L	-1400	3q25.33	151742
B3GALNT1	8706	3q26.1	8706
NMD3	51068	3q26.1	51068
SPTSSB	-1401	3q26.1	165679
OTOL1	131149	3q26.1	131149
CT64	-1402	3q26.1	CT64
snoU13|ENSG00000238398.1	-1403	3q26.1	snoU13|ENSG00000238398.1
MIR1263	100302148	3q26.1	100302148
MIR720	-1404	3q26.1	NA
SI	6476	3q26.1	6476
SLITRK3	22865	3q26.1	22865
BCHE	590	3q26.1	590
RN7SKP298	-1405	3q26.1	106479228
ZBBX	79740	3q26.1	79740
SERPINI2	5276	3q26.1	5276
WDR49	151790	3q26.1	151790
PDCD10	11235	3q26.1	11235
SERPINI1	5274	3q26.1	5274
GOLIM4	27333	3q26.2	27333
EGFEM1P	-1406	3q26.2	93556
MIR551B	693136	3q26.2	693136
MECOM	2122	3q26.2	2122
ACTRT3	84517	3q26.2	84517
TERC	-1407	3q26.2	7012
MYNN	55892	3q26.2	55892
LRRC34	151827	3q26.2	151827
LRRIQ4	344657	3q26.2	344657
LRRC31	79782	3q26.2	79782
SAMD7	344658	3q26.2	344658
SEC62	7095	3q26.2	7095
GPR160	26996	3q26.2	26996
PHC3	80012	3q26.2	80012
PRKCI	5584	3q26.2	5584
SKIL	6498	3q26.2	6498
CLDN11	-1408	3q26.2	5010
SLC7A14	57709	3q26.2	57709
RNY5P3	-1409	3q26.2	100379664
RPL22L1	200916	3q26.2	200916
EIF5A2	56648	3q26.2	56648
SLC2A2	6514	3q26.2	6514
TNIK	23043	3q26.2	23043
MIR569	-1410	3q26.2	693154
PLD1	5337	3q26.31	5337
PP13439	-1412	3q26.31	PP13439
TMEM212	389177	3q26.31	389177
snoU13|ENSG00000238359.1	-1411	3q26.31	snoU13|ENSG00000238359.1
FNDC3B	64778	3q26.31	64778
RN7SL141P	-1413	3q26.31	106480959
GHSR	2693	3q26.31	2693
TNFSF10	8743	3q26.31	8743
NCEH1	57552	3q26.31	57552
ECT2	1894	3q26.31	1894
SNORA72|ENSG00000200355.1	-1414	3q26.31	SNORA72|ENSG00000200355.1
SPATA16	83893	3q26.31	83893
snoU13|ENSG00000239141.1	-1415	3q26.31	snoU13|ENSG00000239141.1
NLGN1	22871	3q26.31	22871
RN7SKP234	-1416	3q26.31	106480368
NAALADL2	254827	3q26.31	254827
RN7SKP40	-1417	3q26.31	106479113
MIR4789	-1418	3q26.31	100616395
snoU13|ENSG00000271842.1	-1419	3q26.31	snoU13|ENSG00000271842.1
RNA5SP147	-1420	3q26.32	100873414
TBL1XR1	79718	3q26.32	79718
LINC00501	-1421	3q26.32	100820709
LINC00578	-1422	3q26.32	100505566
RN7SKP52	-1423	3q26.32	106479118
SNORA18|ENSG00000200288.1	-1424	3q26.32	SNORA18|ENSG00000200288.1
KCNMB2	10242	3q26.32	10242
RNA5SP148	-1425	3q26.32	100873415
ZMAT3	64393	3q26.32	64393
PIK3CA	-1426	3q26.32	5290
SNORA25|ENSG00000201957.1	-1427	3q26.32	SNORA25|ENSG00000201957.1
KCNMB3	27094	3q26.32	27094
ZNF639	51193	3q26.33	51193
