Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID
CDK5	7q36.1	1020	ENSG00000164885
CDK5P1	8q24.13	392265	ENSG00000235165
CDK5R1	17q11.2	8851	ENSG00000176749
CDK5R2	2q35	8941	ENSG00000171450
CDK5RAP1	20q11.21	51654	ENSG00000101391
CDK5RAP2	9q33.2	55755	ENSG00000136861
CDK5RAP3	17q21.32	80279	ENSG00000108465
CDK6	7q21.2	1021	ENSG00000105810
CDK6-AS1	7q21.2	101927497	ENSG00000237819
CDK7	5q13.2	1022	ENSG00000134058
CDK7P1	2q24.1	220786	ENSG00000213194
CDK8	13q12.13	1024	ENSG00000132964
CDK8P1	2p25.1	100419916	
CDK8P2	2q14.1	100287419	ENSG00000227368
CDK9	9q34.11	1025	ENSG00000136807
CDK10	16q24.3	8558	ENSG00000185324
CDK11A	1p36.33	728642	ENSG00000008128
CDK11B	1p36.33	984	ENSG00000248333
CDK12	17q12	51755	ENSG00000167258
CDK13	7p14.1	8621	ENSG00000065883
CDK14	7q21.13	5218	ENSG00000058091
CDK15	2q33.1	65061	ENSG00000138395
CDK16	Xp11.3	5127	ENSG00000102225
CDK17	12q23.1	5128	
CDK18	1q32.1	5129	ENSG00000117266
CDK19	6q21	23097	ENSG00000155111
CDK20	9q22.1	23552	ENSG00000156345
CDKAL1	6p22.3	54901	ENSG00000145996
CDKL1	14q21.3	8814	ENSG00000100490
CDKL2	4q21.1	8999	ENSG00000138769
CDKL3	5q31.1	51265	ENSG00000006837
CDKL4	2p22.1	344387	ENSG00000205111
CDKL5	Xp22.13	6792	ENSG00000008086
CDKN1A	6p21.2	1026	ENSG00000124762
CDKN1A-AS1	6p21.1	100861512	
CDKN1B	12p13.1	1027	ENSG00000111276
CDKN1C	11p15.4	1028	ENSG00000129757
CDKN2A	9p21.3	1029	ENSG00000147889
CDKN2A-DT	9p21.3	51198	ENSG00000224854
CDKN2AIP	4q35.1	55602	ENSG00000168564
CDKN2AIPNL	5q31.1	91368	ENSG00000237190
CDKN2AIPNLP1	1q42.12	391169	ENSG00000177770
CDKN2AIPNLP2	2p23.3	100128579	ENSG00000145835
CDKN2AIPNLP3	13q14.11	100874397	ENSG00000224351
CDKN2B	9p21.3	1030	ENSG00000147883
CDKN2B-AS1	9p21.3	100048912	ENSG00000240498
CDKN2C	1p32.3	1031	ENSG00000123080
CDKN2D	19p13.2	1032	ENSG00000129355
CDKN3	14q22.2	1033	ENSG00000100526
CDNF	10p13	441549	ENSG00000185267
CDO1	5q22.3	1036	ENSG00000129596
CDON	11q24.2	50937	ENSG00000064309
CDPF1	22q13.31	150383	ENSG00000205643
CDR1	Xq27.1	1038	ENSG00000184258
CDR1-AS	Xq27.1	103611090	
CDR2	16p12.2	1039	ENSG00000140743
CDR2L	17q25.1	30850	ENSG00000109089
CDRT1	17p12	374286	ENSG00000241322
CDRT2	17p12	94144	
CDRT3	17p12	94145	
CDRT4	17p12	284040	ENSG00000239704
CDRT5	17p12	94148	
CDRT7	17p12	94150	ENSG00000259944
CDRT8	17p12	94151	ENSG00000265163
CDRT10	17p12	94153	
CDRT11	17p12	94154	
CDRT12	17p12	94155	
CDRT13	17p12	94156	
CDRT15	17p12	146822	ENSG00000223510
CDRT15L2	17p11.2	256223	ENSG00000214819
CDRT15P1	17p12	94158	ENSG00000141028
CDRT15P2	17p12	644694	ENSG00000227255
CDS1	4q21.23	1040	ENSG00000163624
CDS2	20p12.3	8760	ENSG00000101290
CDSN	6p21.33	1041	ENSG00000204539
CDT1	16q24.3	81620	ENSG00000167513
CDV3	3q22.1	55573	ENSG00000091527
CDV3P1	3q11.2	100129736	ENSG00000176243
CDX1	5q32	1044	ENSG00000113722
CDX2	13q12.2	1045	ENSG00000165556
CDX4	Xq13.2	1046	ENSG00000131264
CDY1	Yq11.23	9085	ENSG00000172288
CDY1B	Yq11.23	253175	ENSG00000172352
CDY2A	Yq11.222	9426	ENSG00000182415
CDY2B	Yq11.222	203611	ENSG00000129873
CDY3P	Yp11.2	286556	ENSG00000232235
CDY4P	Yq11.221	386729	ENSG00000228411
CDY5P	Yq11.222	378008	ENSG00000226449
CDY6P	Yq11.222	386730	ENSG00000229138
CDY7P	Yq11.222	386731	ENSG00000237558
CDY8P	Yq11.222	386732	ENSG00000224033
CDY9P	Yq11.222	378011	ENSG00000232899
CDY10P	Yq11.223	140043	ENSG00000226042
CDY11P	Yq11.223	378014	ENSG00000230029
CDY12P	Yq11.223	386734	ENSG00000228850
CDY13P	Yq11.223	386735	ENSG00000224873
CDY14P	Yq11.223	386736	ENSG00000226873
CDY15P	Yq11.23	386737	ENSG00000223362
CDY16P	Yq11.23	386738	
CDY17P	Yq11.23	386739	ENSG00000231375
CDY18P	Yq11.23	386740	ENSG00000232205
CDY19P	Yq11.23	386741	ENSG00000237823
CDY20P	Yq11.23	386742	ENSG00000225609
CDY21P	Yq11.23	386743	
CDY22P	Yq11.23	386744	ENSG00000229343
CDY23P	Yq11.23	386745	ENSG00000231716
CDYL	6p25.1	9425	ENSG00000153046
CDYL-AS1	6p25.1	101927913	ENSG00000236336
CDYL2	16q23.2	124359	ENSG00000166446
CDYLP1	3p24.3	100132260	ENSG00000224039
CEACAM1	19q13.2	634	ENSG00000079385
CEACAM3	19q13.2	1084	ENSG00000170956
CEACAM4	19q13.2	1089	ENSG00000105352
CEACAM5	19q13.2	1048	ENSG00000105388
CEACAM6	19q13.2	4680	ENSG00000086548
CEACAM7	19q13.2	1087	ENSG00000007306
CEACAM8	19q13.2	1088	ENSG00000124469
CEACAM16	19q13.31-q13.32	388551	ENSG00000213892
CEACAM18	19q13.41	729767	ENSG00000213822
CEACAM19	19q13.31	56971	ENSG00000186567
CEACAM20	19q13.31	125931	ENSG00000273777
CEACAM21	19q13.2	90273	ENSG00000007129
CEACAM22P	19q13.31	388550	ENSG00000230666
CEACAMP1	19q13.2	1090	ENSG00000233681
CEACAMP2	19q13.2	1091	ENSG00000230558
CEACAMP3	19q13.2	1092	ENSG00000239736
CEACAMP4	19q13.31	1093	ENSG00000230681
CEACAMP5	19q13.2	1085	ENSG00000231561
CEACAMP6	19q13.2	1094	ENSG00000238092
CEACAMP7	19q13.31	1095	ENSG00000227349
CEACAMP8	19q13.31	1096	ENSG00000236932
CEACAMP9	19q13.31	1097	ENSG00000230529
CEACAMP10	19q13.31	1098	ENSG00000241104
CEACAMP11	19q13.31	1086	ENSG00000236123
CEBPA	19q13.11	1050	ENSG00000245848
CEBPA-DT	19q13.11	80054	ENSG00000267296
CEBPB	20q13.13	1051	ENSG00000172216
CEBPB-AS1	20q13.13	101927559	ENSG00000277449
CEBPD	8q11.21	1052	ENSG00000221869
CEBPE	14q11.2	1053	ENSG00000092067
CEBPG	19q13.11	1054	ENSG00000153879
CEBPZ	2p22.2	10153	ENSG00000115816
CEBPZOS	2p22.2	100505876	ENSG00000218739
CECR	22pter-q11		
CECR2	22q11.1-q11.21	27443	ENSG00000099954
CECR3	22q11.1	27442	ENSG00000241832
CECR7	22q11.1	100130418	ENSG00000237438
CECR9	22q11.2	30847	ENSG00000231004
CEL	9q34.13	1056	ENSG00000170835
CELA1	12q13.13	1990	ENSG00000139610
CELA2A	1p36.21	63036	ENSG00000142615
CELA2B	1p36.21	51032	ENSG00000215704
CELA3A	1p36.12	10136	ENSG00000142789
CELA3B	1p36.12	23436	ENSG00000219073
CELF1	11p11.2	10658	ENSG00000149187
CELF2	10p14	10659	ENSG00000048740
CELF2-AS1	10p14	414196	ENSG00000181800
CELF2-AS2	10p14	439950	ENSG00000237986
CELF2-DT	10p14	101928322	ENSG00000270111
CELF3	1q21.3	11189	ENSG00000159409
CELF4	18q12.2	56853	ENSG00000101489
CELF5	19p13.3	60680	ENSG00000161082
CELF6	15q23	60677	ENSG00000140488
CELP	9q34.13	1057	ENSG00000170827
CELSR1	22q13.31	9620	ENSG00000075275
CELSR2	1p13.3	1952	ENSG00000143126
CELSR3	3p21.31	1951	ENSG00000008300
CEMIP	15q25.1	57214	ENSG00000103888
CEMIP2	9q21.13	23670	ENSG00000135048
CEMP1	16p13.3	752014	
CEND1	11p15.5	51286	ENSG00000184524
CEND1P1	14q32.33	122631	ENSG00000213159
CEND1P2	13q12.12	724034	
CENPA	2p23.3	1058	ENSG00000115163
CENPB	20p13	1059	ENSG00000125817
CENPBD1	16q24.3	92806	ENSG00000177946
CENPBD1P1	19q13.43	65996	ENSG00000213753
CENPC	4q13.2	1060	ENSG00000145241
CENPCP1	12q21.33	1061	ENSG00000226982
CENPE	4q24	1062	ENSG00000138778
CENPF	1q41	1063	ENSG00000117724
CENPH	5q13.2	64946	ENSG00000153044
CENPI	Xq22.1	2491	ENSG00000102384
CENPIP1	13q12.11	100419337	ENSG00000224778
CENPJ	13q12.12-q12.13	55835	ENSG00000151849
CENPK	5q12.3	64105	ENSG00000123219
CENPL	1q25.1	91687	ENSG00000120334
CENPM	22q13.2	79019	ENSG00000100162
CENPN	16q23.2	55839	ENSG00000166451
CENPNP1	2p11.2	100132498	ENSG00000233671
CENPNP2	2q13	100133059	ENSG00000228615
CENPO	2p23.3	79172	ENSG00000138092
CENPP	9q22.31	401541	ENSG00000188312
CENPQ	6p12.3	55166	ENSG00000031691
CENPS	1p36.22	378708	ENSG00000175279
CENPS-CORT	1p36.22	100526739	ENSG00000251503
CENPT	16q22.1	80152	
CENPU	4q35.1	79682	ENSG00000151725
CENPUP1	11p15.3	100130384	ENSG00000255075
CENPUP2	12p12.1	100419930	ENSG00000258546
CENPV	17p11.2	201161	ENSG00000166582
CENPVL1	Xp11.22	389857	ENSG00000223591
CENPVL2	Xp11.22	441495	ENSG00000283093
CENPVL3	Xp11.22	347549	ENSG00000224109
CENPW	6q22.32	387103	ENSG00000203760
CENPX	17q25.3	201254	ENSG00000169689
CEP19	3q29	84984	ENSG00000174007
CEP41	7q32.2	95681	ENSG00000106477
CEP44	4q34.1	80817	ENSG00000164118
CEP55	10q23.33	55165	ENSG00000138180
CEP57	11q21	9702	ENSG00000166037
CEP57L1	6q21	285753	ENSG00000183137
CEP57L1P1	10q22.1	221017	ENSG00000224725
CEP63	3q22.2	80254	ENSG00000182923
CEP68	2p14	23177	ENSG00000011523
CEP70	3q22.3	80321	ENSG00000114107
CEP72	5p15.33	55722	ENSG00000112877
CEP76	18p11.21	79959	ENSG00000101624
CEP78	9q21.2	84131	ENSG00000148019
CEP83	12q22	51134	ENSG00000173588
CEP83-DT	12q22	144486	ENSG00000278916
CEP85	1p36.11	64793	ENSG00000130695
CEP85L	6q22.31	387119	ENSG00000111860
CEP89	19q13.11	84902	ENSG00000121289
CEP95	17q23.3	90799	ENSG00000258890
CEP97	3q12.3	79598	ENSG00000182504
CEP104	1p36.32	9731	ENSG00000116198
CEP112	17q24.1	201134	ENSG00000154240
CEP120	5q23.2	153241	ENSG00000168944
CEP126	11q22.1	57562	ENSG00000110318
CEP128	14q31.1	145508	ENSG00000100629
CEP131	17q25.3	22994	ENSG00000141577
CEP135	4q12	9662	ENSG00000174799
CEP152	15q21.1	22995	ENSG00000103995
CEP162	6q14.2-q14.3	22832	ENSG00000135315
CEP164	11q23.3	22897	ENSG00000110274
CEP164P1	10q11.21	100289237	ENSG00000226937
CEP170	1q43	9859	ENSG00000143702
CEP170B	14q32.33	283638	ENSG00000099814
CEP170P1	4q26	645455	ENSG00000154608
CEP192	18p11.21	55125	
CEP250	20q11.22	11190	ENSG00000126001
CEP250-AS1	20q11.22	102725201	ENSG00000230155
CEP290	12q21.32	80184	ENSG00000198707
CEP295	11q21	85459	ENSG00000166004
CEP295NL	17q25.3	100653515	ENSG00000178404
CEP350	1q25.2	9857	ENSG00000135837
CEPT1	1p13.3	10390	ENSG00000134255
CER1	9p22.3	9350	ENSG00000147869
CERCAM	9q34.11	51148	ENSG00000167123
CERK	22q13.31	64781	ENSG00000100422
CERKL	2q31.3	375298	ENSG00000188452
CERNA1	15q21.2	100129973	ENSG00000259577
CERNA2	10q23.1	642934	
CERNA3	8q12.1	105375847	ENSG00000253603
CEROX1	16p13.3	115804232	ENSG00000260807
CERS1	19p13.11	10715	ENSG00000223802
CERS2	1q21.3	29956	ENSG00000143418
CERS3	15q26.3	204219	ENSG00000154227
CERS3-AS1	15q26.3	102723320	ENSG00000259430
CERS4	19p13.2	79603	ENSG00000090661
CERS5	12q13.12	91012	ENSG00000139624
CERS6	2q24.3	253782	ENSG00000172292
CERS6-AS1	2q24.3	100861402	ENSG00000227617
CERT1	5q13.3	10087	ENSG00000113163
CES1	16q12.2	1066	ENSG00000198848
CES1P1	16q12.2	51716	ENSG00000228695
CES1P2	16q12.2	390732	ENSG00000260765
CES2	16q22.1	8824	ENSG00000172831
CES3	16q22.1	23491	ENSG00000172828
CES4A	16q22.1	283848	ENSG00000172824
CES5A	16q12.2	221223	ENSG00000159398
CES5AP1	22q11.23	649264	ENSG00000215478
CETN1	18p11.32	1068	ENSG00000177143
CETN2	Xq28	1069	ENSG00000147400
CETN3	5q14.3	1070	ENSG00000153140
CETN4P	4q27	729338	ENSG00000224786
CETP	16q13	1071	ENSG00000087237
CFAP20	16q21	29105	ENSG00000070761
CFAP36	2p16.1	112942	ENSG00000163001
CFAP43	10q25.1	80217	ENSG00000197748
CFAP44	3q13.2	55779	ENSG00000206530
CFAP44-AS1	3q13.2		ENSG00000243849
CFAP45	1q23.2	25790	ENSG00000213085
CFAP46	10q26.3	54777	ENSG00000171811
CFAP47	Xp21.1	286464	ENSG00000165164
CFAP52	17p13.1	146845	ENSG00000166596
CFAP53	18q21.1	220136	ENSG00000172361
CFAP54	12q23.1	144535	ENSG00000188596
CFAP57	1p34.2	149465	ENSG00000243710
CFAP58	10q25.1	159686	ENSG00000120051
CFAP58-DT	10q25.1	100505869	ENSG00000231233
CFAP61	20p11.23	26074	ENSG00000089101
CFAP61-AS1	20p11.23	101929575	ENSG00000243810
CFAP65	2q35	255101	ENSG00000181378
CFAP69	7q21.13	79846	ENSG00000105792
CFAP70	10q22.2	118491	ENSG00000156042
CFAP73	12q24.13	387885	ENSG00000186710
CFAP74	1p36.33	85452	ENSG00000142609
CFAP77	9q34.13	389799	ENSG00000188523
CFAP97	4q35.1	57587	ENSG00000164323
CFAP97D1	17q21.31	284067	ENSG00000231256
CFAP97D2	13q34	101929355	ENSG00000283361
CFAP97P1	1p34.3	100418722	ENSG00000271164
CFAP99	4p16.3	402160	ENSG00000206113
CFAP100	3q21.3	348807	ENSG00000163885
CFAP126	1q23.3	257177	ENSG00000188931
CFAP157	9q34.11	286207	ENSG00000160401
CFAP161	15q25.1	161502	ENSG00000156206
CFAP206	6q15	154313	ENSG00000272514
CFAP221	2q14.2	200373	ENSG00000163075
CFAP298	21q22.11	56683	ENSG00000159079
CFAP298-TCP10L	21q22.11	110091775	ENSG00000265590
CFAP299	4q21.21	255119	ENSG00000197826
CFAP300	11q22.1	85016	ENSG00000137691
CFAP410	21q22.3	755	ENSG00000160226
CFB	6p21.33	629	ENSG00000243649
CFC1	2q21.1	55997	ENSG00000136698
CFC1B	2q21.1	653275	ENSG00000152093
CFD	19p13.3	1675	ENSG00000197766
CFDP1	16q23.1	10428	ENSG00000153774
CFH	1q31.3	3075	ENSG00000000971
CFHR1	1q31.3	3078	ENSG00000244414
CFHR2	1q31.3	3080	ENSG00000080910
CFHR3	1q31.3	10878	ENSG00000116785
CFHR4	1q31.3	10877	ENSG00000134365
CFHR5	1q31.3	81494	ENSG00000134389
CFI	4q25	3426	ENSG00000205403
CFL1	11q13.1	1072	ENSG00000172757
CFL1P1	10q23.31	142913	ENSG00000223820
CFL1P2	1p32.3	391039	ENSG00000213478
CFL1P3	1p31.3	100131874	ENSG00000228056
CFL1P4	1q43	645980	ENSG00000213026
CFL1P5	5q13.2	1074	ENSG00000213830
CFL1P6	1p36.22	390996	ENSG00000215785
CFL1P7	3p24.2	100505919	ENSG00000213877
CFL1P8	13q32.3	100873812	ENSG00000234239
CFL2	14q13.1	1073	ENSG00000165410
CFLAR	2q33.1	8837	ENSG00000003402
CFLAR-AS1	2q33.1	65072	ENSG00000226312
CFP	Xp11.23	5199	ENSG00000126759
CFTR	7q31.2	1080	ENSG00000001626
CFTR-AS1	7q31.2	111082987	ENSG00000232661
CFTRP1	20p11.1	140871	ENSG00000228593
CFTRP2	20q11.1	107080633	ENSG00000282921
CFTRP3	20q11.1		ENSG00000204555
CGA	6q14.3	1081	ENSG00000135346
CGAS	6q13	115004	ENSG00000164430
CGB1	19q13.33	114335	ENSG00000267631
CGB2	19q13.33	114336	ENSG00000104818
CGB3	19q13.33	1082	ENSG00000104827
CGB5	19q13.33	93659	ENSG00000189052
CGB7	19q13.33	94027	ENSG00000196337
CGB8	19q13.33	94115	ENSG00000213030
CGGBP1	3p11.1	8545	ENSG00000163320
CGN	1q21.3	57530	ENSG00000143375
CGNL1	15q21.3	84952	ENSG00000128849
CGREF1	2p23.3	10669	ENSG00000138028
CGRRF1	14q22.2	10668	ENSG00000100532
CH25H	10q23.31	9023	ENSG00000138135
CHAC1	15q15.1	79094	ENSG00000128965
CHAC2	2p16.2	494143	ENSG00000143942
CHAD	17q21.33	1101	ENSG00000136457
CHADL	22q13.2	150356	ENSG00000100399
CHAER1	4q12	105377667	
CHAF1A	19p13.3	10036	ENSG00000167670
CHAF1B	21q22.12-q22.13	8208	ENSG00000159259
CHAMP1	13q34	283489	ENSG00000198824
CHAT	10q11.23	1103	ENSG00000070748
CHCHD1	10q22.2	118487	ENSG00000172586
CHCHD2	7p11.2	51142	ENSG00000106153
CHCHD2P1	Xq25	100874506	ENSG00000226902
CHCHD2P2	5q13.2	728324	ENSG00000215006
CHCHD2P3	19q13.11	100128110	ENSG00000270849
CHCHD2P4	6q23.2	100874507	ENSG00000213118
CHCHD2P5	1p22.1	100874508	ENSG00000223490
CHCHD2P6	1p36.21	645317	ENSG00000235084
CHCHD2P7	4q22.1	100874509	ENSG00000249973
CHCHD2P8	13q12.2	646630	ENSG00000235115
CHCHD2P9	9q21.31	645345	ENSG00000186940
CHCHD2P10	8q11.23	392221	
CHCHD2P11	13q14.11	101060040	ENSG00000270809
CHCHD3	7q32.3-q33	54927	ENSG00000106554
CHCHD3P1	10p14	338591	ENSG00000236420
CHCHD3P2	12q21.1	100422354	ENSG00000257723
CHCHD3P3	1p36.11	646572	ENSG00000214973
CHCHD4	3p25.1	131474	ENSG00000163528
CHCHD4P1	7q21.2	645862	
CHCHD4P2	9q31.2	100128657	ENSG00000237360
CHCHD4P3	9p13.2		ENSG00000236156
CHCHD4P4	3p25.3	728143	ENSG00000213964
CHCHD4P5	1q44		ENSG00000225222
CHCHD5	2q14.1	84269	ENSG00000125611
CHCHD6	3q21.3	84303	ENSG00000159685
CHCHD7	8q12.1	79145	ENSG00000170791
CHCHD10	22q11.23	400916	ENSG00000250479
CHD1	5q15-q21.1	1105	ENSG00000153922
CHD1L	1q21.1	9557	ENSG00000131778
CHD2	15q26.1	1106	ENSG00000173575
CHD3	17p13.1	1107	ENSG00000170004
CHD4	12p13.31	1108	ENSG00000111642
CHD5	1p36.31	26038	ENSG00000116254
CHD6	20q12	84181	ENSG00000124177
CHD7	8q12.2	55636	ENSG00000171316
CHD8	14q11.2	57680	
CHD9	16q12.2	80205	ENSG00000177200
CHDH	3p21.1	55349	ENSG00000016391
CHEK1	11q24.2	1111	ENSG00000149554
CHEK2	22q12.1	11200	ENSG00000183765
CHEK2P1	Yq11.21	100133012	ENSG00000275828
CHEK2P2	15q11.1	646096	ENSG00000259156
CHEK2P3	2p11.1	100873791	ENSG00000234898
CHEK2P4	22q11.1	106479021	ENSG00000235969
CHEK2P5	10p11.1		ENSG00000234541
CHERP	19p13.11	10523	ENSG00000085872
CHFR	12q24.33	55743	ENSG00000072609
CHGA	14q32.12	1113	ENSG00000100604
CHGB	20p12.3	1114	ENSG00000089199
CHI3L1	1q32.1	1116	ENSG00000133048
CHI3L2	1p13.2	1117	ENSG00000064886
CHIA	1p13.2	27159	ENSG00000134216
CHIAP1	1p13.2	100420342	ENSG00000236040
CHIAP2	1p13.2	149620	ENSG00000203878
CHIAP3	1p13.2	100996315	ENSG00000234020
CHIC1	Xq13.2	53344	ENSG00000204116
CHIC2	4q12	26511	ENSG00000109220
CHID1	11p15.5	66005	ENSG00000177830
CHIT1	1q32.1	1118	ENSG00000133063
CHKA	11q13.2	1119	ENSG00000110721
CHKB	22q13.33	1120	ENSG00000100288
CHKB-CPT1B	22q13.33	386593	ENSG00000254413
CHKB-DT	22q13.33	100144603	ENSG00000205559
CHL1	3p26.3	10752	ENSG00000134121
CHL1-AS1	3p26.3	101927193	ENSG00000234661
CHL1-AS2	3p26.3	101927174	ENSG00000224318
CHM	Xq21.2	1121	ENSG00000188419
CHML	1q43	1122	ENSG00000203668
CHMP1A	16q24.3	5119	ENSG00000131165
CHMP1AP1	1p35.3	646597	ENSG00000226662
CHMP1B	18p11.21	57132	ENSG00000255112
CHMP1B-AS1	18p11.21		ENSG00000267165
CHMP1B2P	Xq21.1	101060146	ENSG00000278530
CHMP2A	19q13.43	27243	ENSG00000130724
CHMP2B	3p11.2	25978	ENSG00000083937
CHMP3	2p11.2	51652	ENSG00000115561
CHMP4A	14q12	29082	ENSG00000254505
CHMP4B	20q11.22	128866	ENSG00000101421
CHMP4BP1	14q22.3	100307126	ENSG00000258469
CHMP4C	8q21.13	92421	ENSG00000164695
CHMP5	9p13.3	51510	ENSG00000086065
CHMP6	17q25.3	79643	ENSG00000176108
CHMP7	8p21.3	91782	ENSG00000147457
CHN1	2q31.1	1123	ENSG00000128656
CHN2	7p14.3	1124	ENSG00000106069
CHN2-AS1	7p14.3	102724484	ENSG00000235669
CHODL	21q21.1	140578	ENSG00000154645
CHODL-AS1	21q21.1	54075	ENSG00000231755
CHORDC1	11q14.3	26973	ENSG00000110172
CHORDC1P1	2p21	100128048	ENSG00000232202
CHORDC1P3	4q32.3	100133261	ENSG00000248162
CHORDC1P4	18p11.31	727896	ENSG00000263606
CHORDC1P5	1p31.1	391048	ENSG00000233020
CHORDC2P	14q32.11	317775	ENSG00000259050
CHP1	15q15.1	11261	ENSG00000187446
CHP2	16p12.2	63928	ENSG00000166869
CHPF	2q35	79586	ENSG00000123989
CHPF2	7q36.1	54480	ENSG00000033100
CHPT1	12q23.2	56994	ENSG00000111666
CHRAC1	8q24.3	54108	ENSG00000104472
CHRD	3q27.1	8646	ENSG00000090539
CHRDL1	Xq23	91851	ENSG00000101938
CHRDL2	11q13.4	25884	ENSG00000054938
CHRFAM7A	15q13.2	89832	ENSG00000166664
CHRFAM7AP1	Yq11.23	359999	
CHRFAM7AP2	Yq11.2	359998	
CHRM1	11q12.3	1128	ENSG00000168539
CHRM2	7q33	1129	ENSG00000181072
CHRM3	1q43	1131	ENSG00000133019
CHRM3-AS1	1q43		ENSG00000234601
CHRM3-AS2	1q43	100506915	ENSG00000233355
CHRM4	11p11.2	1132	ENSG00000180720
CHRM5	15q14	1133	ENSG00000184984
CHRNA1	2q31.1	1134	ENSG00000138435
CHRNA2	8p21.2	1135	ENSG00000120903
CHRNA3	15q25.1	1136	ENSG00000080644
CHRNA4	20q13.33	1137	ENSG00000101204
CHRNA5	15q25.1	1138	ENSG00000169684
CHRNA6	8p11.21	8973	ENSG00000147434
CHRNA7	15q13.3	1139	ENSG00000175344
CHRNA9	4p14	55584	ENSG00000174343
CHRNA10	11p15.4	57053	ENSG00000129749
CHRNB1	17p13.1	1140	ENSG00000170175
CHRNB2	1q21.3	1141	ENSG00000160716
CHRNB3	8p11.21	1142	ENSG00000147432
CHRNB4	15q25.1	1143	ENSG00000117971
CHRND	2q37.1	1144	ENSG00000135902
CHRNE	17p13.2	1145	ENSG00000108556
CHRNG	2q37.1	1146	ENSG00000196811
CHROMR	2q31.2	101927027	ENSG00000223960
CHST1	11p11.2	8534	ENSG00000175264
CHST2	3q24	9435	ENSG00000175040
CHST3	10q22.1	9469	ENSG00000122863
CHST4	16q22.2	10164	ENSG00000140835
CHST5	16q23.1	23563	ENSG00000135702
CHST6	16q23.1	4166	ENSG00000183196
CHST7	Xp11.3	56548	ENSG00000147119
CHST8	19q13.11	64377	ENSG00000124302
CHST9	18q11.2	83539	ENSG00000154080
CHST10	2q11.2	9486	ENSG00000115526
CHST11	12q23.3	50515	ENSG00000171310
CHST12	7p22.3	55501	ENSG00000136213
CHST13	3q21.3	166012	ENSG00000180767
CHST14	15q15.1	113189	ENSG00000169105
CHST15	10q26.13	51363	ENSG00000182022
CHSY1	15q26.3	22856	ENSG00000131873
CHSY3	5q23.3	337876	ENSG00000198108
CHTF8	16q22.1	54921	ENSG00000168802
CHTF8P1	Xp11.3	677883	ENSG00000233543
CHTF18	16p13.3	63922	ENSG00000127586
CHTOP	1q21.3	26097	ENSG00000160679
CHUK	10q24.31	1147	ENSG00000213341
CHURC1	14q23.3	91612	ENSG00000258289
CHURC1-FNTB	14q23.3	100529261	ENSG00000125954
CIAO1	2q11.2	9391	ENSG00000144021
CIAO2A	15q22.31	84191	ENSG00000166797
CIAO2B	16q22.1	51647	ENSG00000166595
CIAO3	16p13.3	64428	ENSG00000103245
CIAPIN1	16q21	57019	ENSG00000005194
CIAPIN1P	18q11.2	728599	ENSG00000263846
CIART	1q21.2	148523	ENSG00000159208
CIB1	15q26.1	10519	ENSG00000185043
CIB2	15q25.1	10518	ENSG00000136425
CIB3	19p13.11	117286	ENSG00000141977
CIB4	2p23.3	130106	ENSG00000157884
CIC	19q13.2	23152	ENSG00000079432
CICP1	Yq11.23	360017	ENSG00000233652
CICP2	Yq11.23	360016	ENSG00000233740
CICP3	1p36.33	100132630	ENSG00000229376
CICP4	20q13.33	100132920	ENSG00000232852
CICP5	1q42.11	730978	ENSG00000233771
CICP6	3q29	100507251	ENSG00000230304
CICP7	1p36.33	100288667	ENSG00000233653
CICP8	7p11.2	442676	ENSG00000225371
CICP9	10p11.1	100420293	ENSG00000228882
CICP10	2q37.3	100462787	ENSG00000224160
CICP11	7p11.2	100288904	ENSG00000237799
CICP12	7p11.2	100420224	ENSG00000225270
CICP13	1q41	728615	ENSG00000234419
CICP14	7q32.1	100130600	ENSG00000281490
CICP15	5q35.3	100507648	
CICP16	4q26	100420203	ENSG00000248213
CICP17	7p12.1	642663	ENSG00000227233
CICP18	6p25.3	646070	ENSG00000217929
CICP19	19p13.3	100506706	ENSG00000282059
CICP20	7p12.3	100129050	ENSG00000235955
CICP21	1q43	100420263	
CICP22	7p14.1	100288083	ENSG00000226220
CICP23	11p15.5	100505953	ENSG00000270921
CICP24	7q11.21	107986730	ENSG00000271466
CICP25	16q24.3	100289383	
CICP26	1q42.13	648262	ENSG00000233003
CICP27	1p36.33	100420257	ENSG00000233750
CICP28	7p11.2	100287136	
CIDEA	18p11.21	1149	ENSG00000176194
CIDEB	14q12	27141	ENSG00000136305
CIDEC	3p25.3	63924	ENSG00000187288
CIDECP1	3p25.3	152302	ENSG00000186162
CIITA	16p13.13	4261	ENSG00000179583
CILK1	6p12.1	22858	ENSG00000112144
CILP	15q22.31	8483	ENSG00000138615
CILP2	19p13.11	148113	ENSG00000160161
CINP	14q32.31	51550	ENSG00000100865
CIP2A	3q13.13	57650	ENSG00000163507
CIPC	14q24.3	85457	ENSG00000198894
CIR1	2q31.1	9541	ENSG00000138433
CIR1P1	5q33.2	100131740	ENSG00000253146
CIR1P2	4q26	100131828	ENSG00000250215
CIR1P3	11p13		ENSG00000216708
CIRBP	19p13.3	1153	ENSG00000099622
CIRBP-AS1	19p13.3	148046	
CISD1	10q21.1	55847	ENSG00000122873
CISD1P1	2p24.1	130500	ENSG00000213403
CISD2	4q24	493856	ENSG00000145354
CISD3	17q12	284106	ENSG00000277972
CISH	3p21.2	1154	ENSG00000114737
